arxiv_id,title,authors,year,published,updated,primary_category,categories,abstract,url,pdf_url,topic,technical_tags,technical_role,relevance,status,ai_rating,human_checked,notes,match_terms
1503.02414,Linear-in-mass-ratio contribution to spin precession and tidal invariants in Schwarzschild spacetime at very high post-Newtonian order,Abhay G. Shah; Adam Pound,2015,2015-03-09,,gr-qc,gr-qc,,https://arxiv.org/abs/1503.02414,https://arxiv.org/pdf/1503.02414,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;tides_neutron_stars,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1503.04727,Is motion under the conservative self-force in black hole spacetimes an integrable Hamiltonian system?,Justin Vines; Éanna É. Flanagan,2015,2015-03-16,,gr-qc,gr-qc,,https://arxiv.org/abs/1503.04727,https://arxiv.org/pdf/1503.04727,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1503.05953,Measuring intermediate mass black hole binaries with advanced gravitational wave detectors,John Veitch; Michael Pürrer; Ilya Mandel,2015,2015-03-19,,astro-ph.HE,astro-ph.HE;gr-qc,,https://arxiv.org/abs/1503.05953,https://arxiv.org/pdf/1503.05953,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;SEOBNR,effective-one-body;SEOBNR
1504.04766,The Missing Link: Bayesian Detection and Measurement of Intermediate-Mass Black-Hole Binaries,Philip B. Graff; Alessandra Buonanno; B. S. Sathyaprakash,2015,2015-04-18,,gr-qc,gr-qc,,https://arxiv.org/abs/1504.04766,https://arxiv.org/pdf/1504.04766,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1505.04447,Octupolar invariants for compact binaries on quasi-circular orbits,Patrick Nolan; Chris Kavanagh; Sam R Dolan; Adrian C Ottewill; Niels Warburton; Barry Wardell,2015,2015-05-17,,gr-qc,gr-qc,,https://arxiv.org/abs/1505.04447,https://arxiv.org/pdf/1505.04447,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;tides_neutron_stars,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1506.05648,First Law of Mechanics for Compact Binaries on Eccentric Orbits,Alexandre Le Tiec,2015,2015-06-18,,gr-qc,gr-qc,,https://arxiv.org/abs/1506.05648,https://arxiv.org/pdf/1506.05648,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1506.08457,Energetics and phasing of nonprecessing spinning coalescing black hole binaries,Alessandro Nagar; Thibault Damour; Christian Reisswig; Denis Pollney,2015,2015-06-28,,gr-qc,gr-qc,,https://arxiv.org/abs/1506.08457,https://arxiv.org/pdf/1506.08457,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1507.00103,Accuracy and precision of gravitational-wave models of inspiraling neutron star -- black hole binaries with spin: comparison with numerical relativity in the low-frequency regime,Prayush Kumar; Kevin Barkett; Swetha Bhagwat; Nousha Afshari; Duncan A. Brown; Geoffrey Lovelace; Mark A. Scheel; Béla Szilágyi,2015,2015-07-01,,gr-qc,gr-qc,,https://arxiv.org/abs/1507.00103,https://arxiv.org/pdf/1507.00103,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;SEOBNR,effective-one-body;SEOBNR
1508.07253,Frequency-domain gravitational waves from non-precessing black-hole binaries. II. A phenomenological model for the advanced detector era,Sebastian Khan; Sascha Husa; Mark Hannam; Frank Ohme; Michael Pürrer; Xisco Jiménez Forteza; Alejandro Bohé,2015,2015-08-28,,gr-qc,gr-qc,,https://arxiv.org/abs/1508.07253,https://arxiv.org/pdf/1508.07253,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;SEOBNR,effective-one-body;SEOBNR
1509.06366,Estimating effective higher order terms in the post-Newtonian binding energy and gravitational-wave flux: Non-spinning compact binary inspiral,Shasvath J. Kapadia; Nathan K. Johnson-McDaniel; Parameswaran Ajith,2015,2015-09-21,,gr-qc,gr-qc,,https://arxiv.org/abs/1509.06366,https://arxiv.org/pdf/1509.06366,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOBNR,effective-one-body;EOBNR
1509.08135,A new effective-one-body Hamiltonian with next-to-leading order spin-spin coupling,Simone Balmelli; Thibault Damour,2015,2015-09-27,,gr-qc,gr-qc,,https://arxiv.org/abs/1509.08135,https://arxiv.org/pdf/1509.08135,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1510.06230,Spin-dependent two-body interactions from gravitational self-force computations,Donato Bini; Thibault Damour; Andrea Geralico,2015,2015-10-21,,gr-qc,gr-qc,,https://arxiv.org/abs/1510.06230,https://arxiv.org/pdf/1510.06230,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1511.04533,Confirming and improving post-Newtonian and effective-one-body results from self-force computations along eccentric orbits around a Schwarzschild black hole,Donato Bini; Thibault Damour; Andrea Geralico,2015,2015-11-14,,gr-qc,gr-qc,,https://arxiv.org/abs/1511.04533,https://arxiv.org/pdf/1511.04533,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1512.01556,Analytic self-force calculations in the post-Newtonian regime: eccentric orbits on a Schwarzschild background,Seth Hopper; Chris Kavanagh; Adrian C. Ottewill,2015,2015-12-04,,gr-qc,gr-qc,,https://arxiv.org/abs/1512.01556,https://arxiv.org/pdf/1512.01556,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1512.02248,Frequency domain reduced order model of aligned-spin effective-one-body waveforms with generic mass-ratios and spins,Michael Pürrer,2015,2015-12-07,,gr-qc,gr-qc,,https://arxiv.org/abs/1512.02248,https://arxiv.org/pdf/1512.02248,EOB,nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;SEOBNR,effective-one-body;EOB;SEOBNR
1512.03392,Numerical computation of the EOB potential q using self-force results,Sarp Akcay; Maarten van de Meent,2015,2015-12-09,,gr-qc,gr-qc,,https://arxiv.org/abs/1512.03392,https://arxiv.org/pdf/1512.03392,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1601.01283,Conservative dynamics of two-body systems at the fourth post-Newtonian approximation of general relativity,Thibault Damour; Piotr Jaranowski; Gerhard Schäfer,2016,2016-01-06,,gr-qc,gr-qc;hep-th,,https://arxiv.org/abs/1601.01283,https://arxiv.org/pdf/1601.01283,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1601.02988,New gravitational self-force analytical results for eccentric orbits around a Schwarzschild black hole,Donato Bini; Thibault Damour; Andrea Geralico,2016,2016-01-12,,gr-qc,gr-qc,,https://arxiv.org/abs/1601.02988,https://arxiv.org/pdf/1601.02988,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1601.03393,Optimizing spinning time-domain gravitational waveforms for Advanced LIGO data analysis,Caleb Devine; Zachariah B. Etienne; Sean T. McWilliams,2016,2016-01-13,,astro-ph.HE,astro-ph.HE;gr-qc,,https://arxiv.org/abs/1601.03393,https://arxiv.org/pdf/1601.03393,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;SEOBNR,effective-one-body;SEOBNR
1601.07529,Canonical Hamiltonian for an extended test body in curved spacetime: To quadratic order in spin,Justin Vines; Daniela Kunst; Jan Steinhoff; Tanja Hinderer,2016,2016-01-27,,gr-qc,gr-qc,,https://arxiv.org/abs/1601.07529,https://arxiv.org/pdf/1601.07529,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;eccentric_hyperbolic_scattering;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1602.00599,Effects of neutron-star dynamic tides on gravitational waveforms within the effective-one-body approach,Tanja Hinderer; Andrea Taracchini; Francois Foucart; Alessandra Buonanno; Jan Steinhoff; Matthew Duez; Lawrence E. Kidder; Harald P. Pfeiffer; Mark A. Scheel; Bela Szilagyi; Kenta Hotokezaka; Koutarou Kyutoku; et al.,2016,2016-02-01,,gr-qc,gr-qc;astro-ph.HE;astro-ph.SR,,https://arxiv.org/abs/1602.00599,https://arxiv.org/pdf/1602.00599,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1602.03509,"Implementing a search for gravitational waves from non-precessing, spinning binary black holes",Collin Capano; Ian Harry; Stephen Privitera; Alessandra Buonanno,2016,2016-02-10,,gr-qc,gr-qc,,https://arxiv.org/abs/1602.03509,https://arxiv.org/pdf/1602.03509,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1603.01286,Measurability of the tidal deformability by gravitational waves from coalescing binary neutron stars,Kenta Hotokezaka; Koutarou Kyutoku; Yu-ichiro Sekiguchi; Masaru Shibata,2016,2016-03-03,,gr-qc,gr-qc,,https://arxiv.org/abs/1603.01286,https://arxiv.org/pdf/1603.01286,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1603.05726,The One-Armed Spiral Instability in Neutron Star Mergers and its Detectability in Gravitational Waves,David Radice; Sebastiano Bernuzzi; Christian D. Ott,2016,2016-03-17,,gr-qc,gr-qc;astro-ph.HE,,https://arxiv.org/abs/1603.05726,https://arxiv.org/pdf/1603.05726,EOB,nr_calibration_eobnr_seobnr_teobresums;tides_neutron_stars;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1603.09175,Conservative second-order gravitational self-force on circular orbits and the effective one-body formalism,Donato Bini; Thibault Damour,2016,2016-03-30,,gr-qc,gr-qc,,https://arxiv.org/abs/1603.09175,https://arxiv.org/pdf/1603.09175,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1604.00782,Simulations of inspiraling and merging double neutron stars using the Spectral Einstein Code,Roland Haas; Christian D. Ott; Bela Szilagyi; Jeffrey D. Kaplan; Jonas Lippuner; Mark A. Scheel; Kevin Barkett; Curran D. Muhlberger; Tim Dietrich; Matthew D. Duez; Francois Foucart; Harald P. Pfeiffer; et al.,2016,2016-04-04,,gr-qc,gr-qc,,https://arxiv.org/abs/1604.00782,https://arxiv.org/pdf/1604.00782,EOB,nr_calibration_eobnr_seobnr_teobresums;tides_neutron_stars;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1606.00207,iResum: a new paradigm for resumming gravitational wave amplitudes,Alessandro Nagar; Abhay G. Shah,2016,2016-06-01,,gr-qc,gr-qc,,https://arxiv.org/abs/1606.00207,https://arxiv.org/pdf/1606.00207,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;EOBNR,effective-one-body;EOB;EOBNR
1606.01210,An improved analysis of GW150914 using a fully spin-precessing waveform model, The LIGO Scientific Collaboration;  the Virgo Collaboration; B. P. Abbott; R. Abbott; T. D. Abbott; M. R. Abernathy; F. Acernese; K. Ackley; C. Adams; T. Adams; P. Addesso; R. X. Adhikari; et al.,2016,2016-06-03,,gr-qc,gr-qc;astro-ph.HE,,https://arxiv.org/abs/1606.01210,https://arxiv.org/pdf/1606.01210,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;EOBNR,effective-one-body;EOB;EOBNR
1607.05661,"Validating the effective-one-body model of spinning, precessing binary black holes against numerical relativity",Stanislav Babak; Andrea Taracchini; Alessandra Buonanno,2016,2016-07-19,,gr-qc,gr-qc,,https://arxiv.org/abs/1607.05661,https://arxiv.org/pdf/1607.05661,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;EOBNR,effective-one-body;EOB;EOBNR
1608.01907,Dynamical Tides in General Relativity: Effective Action and Effective-One-Body Hamiltonian,Jan Steinhoff; Tanja Hinderer; Alessandra Buonanno; Andrea Taracchini,2016,2016-08-05,,gr-qc,gr-qc;astro-ph.HE,,https://arxiv.org/abs/1608.01907,https://arxiv.org/pdf/1608.01907,EOB,foundations_hamiltonian_pn_pm;tides_neutron_stars;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1608.04811,Spin-orbit precession for eccentric black hole binaries at first order in the mass ratio,Sarp Akcay; David Dempsey; Sam Dolan,2016,2016-08-16,,gr-qc,gr-qc,,https://arxiv.org/abs/1608.04811,https://arxiv.org/pdf/1608.04811,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1609.00354,"Gravitational scattering, post-Minkowskian approximation and Effective One-Body theory",Thibault Damour,2016,2016-09-01,,gr-qc,gr-qc,,https://arxiv.org/abs/1609.00354,https://arxiv.org/pdf/1609.00354,EOB,foundations_hamiltonian_pn_pm;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1609.00356,Spinning test-body orbiting around Schwarzschild black hole: circular dynamics and gravitational-wave fluxes,Enno Harms; Georgios Lukes-Gerakopoulos; Sebastiano Bernuzzi; Alessandro Nagar,2016,2016-09-01,,gr-qc,gr-qc,,https://arxiv.org/abs/1609.00356,https://arxiv.org/pdf/1609.00356,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1609.02604,On gravitational waves from classical three body problem,Plamen P Fiziev,2016,2016-09-08,,astro-ph.HE,astro-ph.HE;gr-qc;hep-th,,https://arxiv.org/abs/1609.02604,https://arxiv.org/pdf/1609.02604,EOB,nr_calibration_eobnr_seobnr_teobresums,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1609.05933,Complete waveform model for compact binaries on eccentric orbits,E. A. Huerta; Prayush Kumar; Bhanu Agarwal; Daniel George; Hsi-Yu Schive; Harald P. Pfeiffer; Roland Haas; Wei Ren; Tony Chu; Michael Boyle; Daniel A. Hemberger; Lawrence E. Kidder; et al.,2016,2016-09-19,,gr-qc,gr-qc;astro-ph.GA;astro-ph.HE,,https://arxiv.org/abs/1609.05933,https://arxiv.org/pdf/1609.05933,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1609.06817,Fast Evolution and Waveform Generator for Extreme-Mass-Ratio Inspirals in Equatorial-Circular Orbits,Wen-Biao Han,2016,2016-09-22,,gr-qc,gr-qc,,https://arxiv.org/abs/1609.06817,https://arxiv.org/pdf/1609.06817,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1610.04742,Effective-one-body waveforms for binary neutron stars using surrogate models,Benjamin D. Lackey; Sebastiano Bernuzzi; Chad R. Galley; Jeroen Meidam; Chris Van Den Broeck,2016,2016-10-15,,gr-qc,gr-qc,,https://arxiv.org/abs/1610.04742,https://arxiv.org/pdf/1610.04742,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1611.03703,"An improved effective-one-body model of spinning, nonprecessing binary black holes for the era of gravitational-wave astrophysics with advanced detectors",Alejandro Bohé; Lijing Shao; Andrea Taracchini; Alessandra Buonanno; Stanislav Babak; Ian W. Harry; Ian Hinder; Serguei Ossokine; Michael Pürrer; Vivien Raymond; Tony Chu; Heather Fong; et al.,2016,2016-11-11,,gr-qc,gr-qc,,https://arxiv.org/abs/1611.03703,https://arxiv.org/pdf/1611.03703,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;EOBNR,effective-one-body;EOB;EOBNR
1612.05608,Effects of nonquadrupole modes in the detection and parameter estimation of black hole binaries with nonprecessing spins,Vijay Varma; Parameswaran Ajith,2016,2016-12-16,,gr-qc,gr-qc,,https://arxiv.org/abs/1612.05608,https://arxiv.org/pdf/1612.05608,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1701.01137,An architecture for efficient gravitational wave parameter estimation with multimodal linear surrogate models,Richard O'Shaughnessy; Jonathan Blackman; Scott E. Field,2017,2017-01-04,,gr-qc,gr-qc,,https://arxiv.org/abs/1701.01137,https://arxiv.org/pdf/1701.01137,EOB,nr_calibration_eobnr_seobnr_teobresums;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1702.02053,Comprehensive numerical relativity -- effective-one-body comparison to inform improvements in waveform models for binary neutron star systems,Tim Dietrich; Tanja Hinderer,2017,2017-02-07,,gr-qc,gr-qc;astro-ph.HE,,https://arxiv.org/abs/1702.02053,https://arxiv.org/pdf/1702.02053,EOB,nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;tides_neutron_stars,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1703.05360,Two-body problem in Scalar-Tensor theories as a deformation of General Relativity : an Effective-One-Body approach,Félix-Louis Julié; Nathalie Deruelle,2017,2017-03-15,,gr-qc,gr-qc,,https://arxiv.org/abs/1703.05360,https://arxiv.org/pdf/1703.05360,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;tides_neutron_stars,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1703.06814,Impact of Numerical Relativity information on effective-one-body waveform models,Alessandro Nagar; Gunnar Riemenschneider; Geraint Pratten,2017,2017-03-20,,gr-qc,gr-qc,,https://arxiv.org/abs/1703.06814,https://arxiv.org/pdf/1703.06814,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB;EOBNR,effective-one-body;EOB;EOBNR
1703.08107,Parametrized-4.5PN TaylorF2 approximant(s) and tail effects to quartic nonlinear order from the effective one body formalism,Francesco Messina; Alessandro Nagar,2017,2017-03-23,,gr-qc,gr-qc,,https://arxiv.org/abs/1703.08107,https://arxiv.org/pdf/1703.08107,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1705.01845,Designing a template bank to observe compact binary coalescences in Advanced LIGO's second observing run,Tito Dal Canton; Ian W. Harry,2017,2017-05-04,,gr-qc,gr-qc,,https://arxiv.org/abs/1705.01845,https://arxiv.org/pdf/1705.01845,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars;eccentric_hyperbolic_scattering;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1706.00459,Spin-orbit precession along eccentric orbits for extreme mass ratio black hole binaries and its effective-one-body transcription,Chris Kavanagh; Donato Bini; Thibault Damour; Seth Hopper; Adrian C. Ottewill; Barry Wardell,2017,2017-06-01,,gr-qc,gr-qc,,https://arxiv.org/abs/1706.00459,https://arxiv.org/pdf/1706.00459,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1706.03884,Accurate recalibated waveforms for extreme-mass-ratio inspirals in effective-one-body frame,Ran Cheng; Wen-Biao Han,2017,2017-06-13,,gr-qc,gr-qc,,https://arxiv.org/abs/1706.03884,https://arxiv.org/pdf/1706.03884,EOB,resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;emri_test_mass_teukolsky;data_analysis_lvkc,resummation_flux_waveform,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1706.06877,Gravitational scattering of two black holes at the fourth post-Newtonian approximation,Donato Bini; Thibault Damour,2017,2017-06-21,,gr-qc,gr-qc,,https://arxiv.org/abs/1706.06877,https://arxiv.org/pdf/1706.06877,EOB,foundations_hamiltonian_pn_pm;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
1707.08426,Foundations of an effective-one-body model for coalescing binaries on eccentric orbits,Tanja Hinderer; Stanislav Babak,2017,2017-07-26,,gr-qc,gr-qc,,https://arxiv.org/abs/1707.08426,https://arxiv.org/pdf/1707.08426,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
